Species,ID_pine,ID_spruce,GO,ID_Arabidopsis,Gene name,Gene function,Expression,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Scots pine,PITA_000040707,MA_10435012g0010,,,,,SHADE>SUN,1,,,,,
Scots pine,PITA_000087910,MA_10435068g0010,,AT3G09310.1,,unknown,SHADE<SUN,178.6951528,0.894778358,0.271119459,3.300310351,9,
Norway spruce,,MA_10435068g0010,,,,,SHADE>SUN,312.2997446,-0.026684398,0.204720053,-0.130345795,0.89629285,0.986854219
Scots pine,PITA_000058854,MA_10435104g0010,GO:0016023,AT1G13380.1,,Protein of unknown function (DUF1218),SHADE>SUN,77.2487934,1,,,,
Norway spruce,,MA_10435104g0010,,,,,SHADE>SUN,48.79464658,-0.03210222,0.262444476,-0.122320043,0.902645559,0.987889238
Scots pine,PITA_000018451,MA_10435282g0010,,AT2G47850.3,,Zinc finger C-x8-C-x5-C-x3-H type family protein,SHADE<SUN,139.3056319,0.948170274,0.222193366,4.267320359,1.98E-05,4
Norway spruce,,MA_10435282g0010,,,,,SHADE>SUN,103.9824243,-0.071328451,0.199629599,-0.357303985,0.720864247,0.949216646
Scots pine,PITA_000047325,MA_10435320g0020,GO:0044238,AT1G07990.1,,SIT4 phosphatase-associated family protein,SHADE>SUN,58.59944804,-1.580669462,0.389734181,-4,,
Norway spruce,,MA_10435320g0020,,,,,SHADE>SUN,80.1456072,-0.170615796,0.225754422,-0.755758377,0.449794076,0.85337083
Scots pine,PITA_000047186,MA_10435336g0010,,AT1G12280.1,,LRR and NB-ARC domains-containing disease resistance protein,SHADE>SUN,2,,,,,
Norway spruce,,MA_10435336g0010,,,,,SHADE<SUN,132.4468458,0.287697774,0.276854423,1.039166255,0.298727422,0.741793944
Norway spruce,,MA_10435497g0010,,,,,SHADE<SUN,144.2518357,0.446694851,0.205905735,2.169414323,0.030051243,0.220120702
Scots pine,PITA_000026344,MA_10435497g0010,,,,,SHADE<SUN,158.2709852,0.769317833,0.148661857,5.174951045,2.28E-07,7
Scots pine,PITA_000038430,MA_10435530g0010,GO:0000155,AT2G18790.1,HY3,,,,,,,,
Norway spruce,,MA_10435530g0010,,,,,SHADE>SUN,94.93793564,-0.175201549,0.226635644,-0.773053815,0.439490532,0.846554857
Scots pine,PITA_000019422,MA_10435570g0010,,AT4G29270.1,,HAD superfamily,,,,,,,
Norway spruce,,MA_10435570g0010,,,,,SHADE>SUN,45.30681799,-0.717247028,0.562880717,-1.274243381,0.202577175,0.646318397
Scots pine,PITA_000089862,MA_10435595g0030,,AT3G03980.1,,NAD(P)-binding Rossmann-fold superfamily protein,SHADE<SUN,382.4128672,1.21448282,0.20007642,6,,
Norway spruce,,MA_10435595g0030,,,,,SHADE>SUN,51.59245419,-0.221146063,0.33163158,-0.666842595,0.504872682,0.880322763
Scots pine,PITA_000054129,MA_10435608g0010,GO:0005488,AT1G70200.1,,RNA-binding (RRM/RBD/RNP motifs) family protein,SHADE<SUN,244.7388824,0.831271433,0.149252945,5.569547937,2.55E-08,9.39E-07
Norway spruce,,MA_10435608g0010,,,,,SHADE<SUN,381.6283946,0.088324099,0.2048571,0.431149804,0.66635945,0.936829035
Norway spruce,,MA_10435635g0010,,,,,SHADE>SUN,173.9030662,-0.809834878,0.388482861,-2.084609027,0.037104804,0.253163434
Scots pine,PITA_000029052,MA_10435635g0010,,,,,SHADE<SUN,2,,,,,
Scots pine,PITA_000084544,MA_10435644g0010,,AT1G29070.1,,Ribosomal protein L34,SHADE<SUN,365.5518716,0.985680102,8,,,
Norway spruce,,MA_10435644g0010,,,,,SHADE<SUN,432.4060253,0.196354977,0.164864413,1.191008867,0.233650104,0.688957562
Scots pine,PITA_000006141,MA_10435703g0010,GO:0009507,AT1G76570.1,,Chlorophyll A-B binding family protein,SHADE<SUN,194.8084419,1.476797086,0.197751761,7.467933918,8.15E-14,6.94E-12
Norway spruce,,MA_10435703g0010,,,,,SHADE<SUN,158.9645986,0.06152053,0.335782248,0.183215553,0.854628892,0.978122153
Scots pine,PITA_000058078,MA_10435712g0010,GO:0005622,AT2G18990.1,TXND9,thioredoxin domain-containing protein 9 homolog,SHADE<SUN,84.71664168,0.712751333,0.205861615,3.462283799,5,
Norway spruce,,MA_10435712g0010,,,,,SHADE<SUN,124.2896471,0.0211527,0.196523874,0.107634252,0.914285826,0.989415512
Scots pine,PITA_000055191,MA_10435769g0010,GO:0016787,AT5G67360.1,ARA12,Subtilase family protein,SHADE<SUN,145.7324798,0.773830893,0.197956994,3.909085901,9.26E-05,1
Norway spruce,,MA_10435769g0010,,,,,SHADE<SUN,867.9433842,1.133340122,0.549279318,2.063322037,0.039082042,0.260979579
Scots pine,PITA_000025185,MA_10435782g0010,GO:0004089,AT1G47260.1,APFI,,,,,,,,
Norway spruce,,MA_10435782g0010,,,,,SHADE<SUN,130.0419171,0.213507225,0.196204537,1.088186989,0.276512567,0.734608313
Scots pine,PITA_000017336,MA_10435802g0010,,AT5G63040.1,,unknown,SHADE<SUN,185.657245,0.895316683,0.264127823,3.389709856,7,
Norway spruce,,MA_10435802g0010,,,,,SHADE<SUN,229.9377947,0.421213895,0.307222675,1.371037783,0.170363178,0.59555942
Scots pine,PITA_000022498,MA_10435805g0010,GO:0004853,AT3G14930.2,HEME1,Uroporphyrinogen decarboxylase,SHADE<SUN,1298.620178,1.965441193,0.1576295,12.46873966,1.11E-35,8.56E-33
Norway spruce,,MA_10435805g0010,,,,,SHADE>SUN,319.2848745,-0.019903235,0.144477025,-0.137760551,0.890429663,0.985746525
Scots pine,PITA_000018953,MA_10435866g0010,GO:0005488,AT2G38780.1,,unknown,SHADE<SUN,646.5595342,1.389426865,0.250261874,5.551891882,2.83E-08,1
Norway spruce,,MA_10435866g0010,,,,,SHADE<SUN,1101.085081,0.439267484,0.226521195,1.939189326,0.052478289,0.310182032
Scots pine,PITA_000003633,MA_10435971g0010,,AT2G32230.1,PRORP1,proteinaceous RNase P 1,SHADE<SUN,394.2939134,1.298577629,0.262593169,4.945207193,7.61E-07,2.16E-05
Norway spruce,,MA_10435971g0010,,,,,SHADE<SUN,171.3445755,0.122358633,0.214352949,0.570827848,0.568116344,0.90518846
Norway spruce,,MA_10435971g0020,,,,,SHADE<SUN,591.8431696,0.15084902,0.278821293,0.54102403,0.58849102,0.911816919
Scots pine,PITA_000027209,MA_10435971g0020,,,,,SHADE<SUN,244.8264399,0.887510425,0.170949544,5.191651323,2,
Scots pine,PITA_000012130,MA_10435993g0010,,AT3G56570.1,,SET domain-containing protein,SHADE>SUN,157.5177392,1,,,,
Norway spruce,,MA_10435993g0010,,,,,SHADE>SUN,144.879662,-0.11437524,0.643427318,-0.177759378,0.858911951,0.978828565
Scots pine,PITA_000059721,MA_10436028g0020,,AT5G05280.1,,RING/U-box superfamily protein,SHADE>SUN,16.12018758,-2.31939351,0.473817119,-4.895123915,9.82E-07,2.74E-05
Norway spruce,,MA_10436028g0020,,,,,SHADE>SUN,42.50440008,-0.249821766,0.671263808,-0.372166297,0.709769038,0.946739649
Scots pine,PITA_000040635,MA_10436047g0010,GO:0003700,AT5G49300.1,GATA16,GATA transcription factor 16,SHADE<SUN,149.901297,0.743335637,0.212877152,3.491852602,4,
Norway spruce,,MA_10436047g0010,,,,,SHADE>SUN,90.62909144,-0.383409739,0.686285404,-0.558673894,0.576384299,0.907694711
Scots pine,PITA_000002338,MA_10436070g0020,,AT2G02500.1,ATMEPCT,,,,,,,,
Norway spruce,,MA_10436070g0020,,,,,SHADE>SUN,117.1093685,-0.680545665,0.336858626,-2.020270857,0.0433553,0.277481959
Scots pine,PITA_000025136,MA_10436163g0010,,AT5G52520.1,OVA6,,,,,,,,
Scots pine,PITA_000050702,MA_10436163g0010,GO:0004827,AT5G52520.1,OVA6,,,,,,,,
Norway spruce,,MA_10436163g0010,,,,,SHADE<SUN,667.8284617,0.199191135,0.202995065,0.981260972,0.326464063,0.764086023
Scots pine,PITA_000033783,MA_10436183g0010,,AT2G46510.1,AIB,,,,,,,,
Norway spruce,,MA_10436183g0010,,,,,SHADE<SUN,708.9202025,0.272791793,0.389072712,0.701133191,0.483219898,0.870486726
Scots pine,PITA_000023517,MA_10436186g0010,GO:0004325,AT2G30390.2,ATFC-II,,,,,,,,
Norway spruce,,MA_10436186g0010,,,,,SHADE<SUN,182.8350473,0.240531335,0.190610691,1.261898452,0.206985329,0.653287587
Scots pine,PITA_000046256,MA_10436193g0010,,AT5G49940.1,ATCNFU2,,,,,,,,
Norway spruce,,MA_10436193g0010,,,,,SHADE<SUN,286.0477774,0.342215376,0.17817244,1.920697595,0.054769843,0.318768643
Scots pine,PITA_000067048,MA_10436208g0010,,AT1G72200.1,,RING/U-box superfamily protein,SHADE>SUN,22.8072182,-2.99005082,0.441874013,-6.766749648,1.32E-11,8.20E-10
Norway spruce,,MA_10436208g0010,,,,,SHADE<SUN,13.95816064,0.024042041,0.45266715,0.053111963,0.9576427,0.993981763
Scots pine,PITA_000005048,MA_10436223g0010,,AT5G19940.2,,Plastid-lipid associated protein PAP / fibrillin family protein,SHADE<SUN,1386.732082,1.451772756,0.136797488,10.61256881,2.60E-26,9.17E-24
Norway spruce,,MA_10436223g0010,,,,,SHADE<SUN,1190.370018,0.038807581,0.148213078,0.261836418,0.793447561,0.966332725
Scots pine,PITA_000023415,MA_10436247g0010,,AT3G02450.1,,cell division protein ftsH,,,,,,,
Norway spruce,,MA_10436247g0010,,,,,SHADE<SUN,185.5258673,0.937477159,0.471589435,1.987909586,0.04682169,0.290511185
Scots pine,PITA_000068610,MA_10436268g0010,,AT1G18170.1,,FKBP-like peptidyl-prolyl cis-trans isomerase family protein,SHADE<SUN,1013.306206,1.101163568,0.146679851,7.507258559,6,
Norway spruce,,MA_10436268g0010,,,,,SHADE>SUN,1084.240078,-0.421845251,0.276264959,-1.526958945,0.126771221,0.514563204
Scots pine,PITA_000075240,MA_10436294g0010,GO:0005777,AT1G20560.1,AAE1,acyl activating enzyme 1,SHADE>SUN,482.1523686,1,,,,
Norway spruce,,MA_10436294g0010,,,,,SHADE>SUN,106.6170587,-0.362659779,0.29580484,-1.226010292,0.220194802,0.670848152
Scots pine,PITA_000033503,MA_10436348g0010,GO:0016740,AT1G11545.1,XTH8,xyloglucan endotransglucosylase/hydrolase 8,SHADE>SUN,30.53703446,-1.271532629,0.284443156,-4.470252155,7.81E-06,1
Norway spruce,,MA_10436348g0010,,,,,SHADE>SUN,54.38454132,-0.725906028,0.256174333,-2.833640742,0.004602104,0.060388942
Scots pine,PITA_000083544,MA_10436385g0010,GO:0009507,AT4G28706.3,,pfkB-like carbohydrate kinase family protein,SHADE<SUN,364.817304,1.116203031,0.161331599,6.918688222,4.56E-12,3
Norway spruce,,MA_10436385g0010,,,,,SHADE>SUN,162.7971194,-0.047849696,0.202716376,-0.23604258,0.813399629,0.969987141
Norway spruce,,MA_10436396g0030,,,,,SHADE<SUN,171.6912891,0.559582499,0.22627274,2.473044257,0.013396755,0.127950286
Scots pine,PITA_000004831,MA_10436396g0030,,,,,SHADE>SUN,125.931937,-0.681182356,0.171387754,-3.974510095,7,
Scots pine,PITA_000038176,MA_10436405g0010,,AT5G22800.1,EMB1030,,,,,,,,
Norway spruce,,MA_10436405g0010,,,,,SHADE<SUN,271.0056947,0.182577824,0.206617526,0.8836512,0.376884531,0.80418309
Scots pine,PITA_000064503,MA_10436445g0020,GO:0005634,AT1G80490.2,TPR1,TOPLESS-related 1,SHADE>SUN,126.2243608,-1.222718533,0.275895105,-4.43182394,9.34E-06,2
Norway spruce,,MA_10436445g0020,,,,,SHADE<SUN,102.0880238,0.259607036,0.192985946,1.345212133,0.178556739,0.609974695
Scots pine,PITA_000012530,MA_10436461g0010,,AT1G06820.1,CCR2,,,,,,,,
Scots pine,PITA_000013507,MA_10436461g0010,GO:0009055,AT1G06820.1,CCR2,,,,,,,,
Norway spruce,,MA_10436461g0010,,,,,SHADE>SUN,164.579491,-0.38687032,0.224025251,-1.726904972,0.084184731,0.411263113
Scots pine,PITA_000068060,MA_10436487g0010,GO:0005774,AT1G51420.1,ATSPP1,,,,,,,,
Norway spruce,,MA_10436487g0010,,,,,SHADE<SUN,240.6212634,0.846062644,0.308309535,2.744198757,0.00606588,0.074205719
Scots pine,PITA_000023187,MA_10436489g0010,,AT4G37510.1,,Ribonuclease III family protein,SHADE<SUN,2,,,,,
Scots pine,PITA_000065658,MA_10436489g0010,GO:0003723,AT4G37510.1,,,SHADE>SUN,226.6406128,1,,,,
Norway spruce,,MA_10436489g0010,,,,,SHADE<SUN,327.9286556,0.16172195,0.167386457,0.966159104,0.333964573,0.770974258
Scots pine,PITA_000010054,MA_10436586g0030,,AT1G75460.1,,ATP-dependent protease La (LON) domain protein,SHADE<SUN,458.8739587,0.766269875,0.184699725,4.14873317,3.34E-05,6
Norway spruce,,MA_10436586g0030,,,,,SHADE<SUN,174.9403208,0.283098872,0.182103213,1.554606679,0.120039772,0.500169867
Scots pine,PITA_000037671,MA_10436616g0010,GO:0016740,AT2G18950.1,ATHPT,,,,,,,,
Norway spruce,,MA_10436616g0010,,,,,SHADE<SUN,937.1610647,0.846696537,0.305240883,2.77386348,0.005539492,0.069443965
Scots pine,PITA_000022181,MA_10436616g0010,,,,,SHADE<SUN,305.4979331,0.869685913,0.157820971,5.510585238,3.58E-08,1.28E-06
Scots pine,PITA_000027851,MA_10436625g0010,,AT1G14790.1,ATRDRP1,,,,,,,,
Norway spruce,,MA_10436625g0010,,,,,SHADE<SUN,99.8927148,0.573467164,0.383485215,1.495408797,0.134807786,0.531117482
Scots pine,PITA_000009827,MA_10436710g0010,,AT4G17370.1,,Oxidoreductase family protein,SHADE<SUN,150.6600874,1.214856258,0.255168289,4.761000126,1.93E-06,5
Norway spruce,,MA_10436710g0010,,,,,SHADE<SUN,68.50746091,0.474465951,0.393570179,1.205543448,0.227993576,0.681922875
Scots pine,PITA_000054366,MA_10436718g0010,,AT5G49030.3,OVA2,tRNA synthetase class I (I,,,,,,,
Norway spruce,,MA_10436718g0010,,,,,SHADE<SUN,242.595065,0.132513274,0.338201916,0.391817041,0.695193403,0.944324484
Scots pine,PITA_000072997,MA_10436772g0010,GO:0005524,AT2G28000.1,CH-CPN60A,,,,,,,,
Norway spruce,,MA_10436772g0010,,,,,SHADE<SUN,166.517595,0.314287509,0.188649745,1.665984283,0.095716545,0.441707968
Scots pine,PITA_000045571,MA_10436829g0020,GO:0008378,AT2G38150.1,,alpha 1,,,,,,,
Norway spruce,,MA_10436829g0020,,,,,SHADE>SUN,64.5288381,-0.31412469,0.250481095,-1.254085423,0.209810958,0.657407103
Scots pine,PITA_000033409,MA_10436837g0010,GO:0005515,AT4G29670.2,ACHT2,atypical CYS  HIS rich thioredoxin 2,SHADE<SUN,144.9679671,0.618392183,0.167591531,3.689877288,2,
Norway spruce,,MA_10436837g0010,,,,,SHADE<SUN,215.3961695,0.567878924,0.267085562,2.126205999,0.033486111,0.236821185
Scots pine,PITA_000042827,MA_10436855g0020,GO:0005829,AT1G64980.1,,Nucleotide-diphospho-sugar transferases superfamily protein,SHADE<SUN,133.9270709,0.939165583,0.155939471,6,,
Norway spruce,,MA_10436855g0020,,,,,SHADE>SUN,70.58860276,-0.145389614,0.237327953,-0.612610578,0.540133862,0.89544685
Scots pine,PITA_000010409,MA_10436871g0020,,AT3G48310.1,CYP71A22,cytochrome P450,,,,,,,
Norway spruce,,MA_10436871g0020,,,,,SHADE<SUN,2365.287119,0.893925859,0.26781304,3.337872794,0.000844224,0.017017586
Scots pine,PITA_000005704,MA_10436888g0020,,AT3G10670.1,ATNAP7,,,,,,,,
Norway spruce,,MA_10436888g0020,,,,,SHADE<SUN,108.2824995,0.188678878,0.320655183,0.588416743,0.556252602,0.90150733
Scots pine,PITA_000075797,MA_10436955g0010,GO:0004672,AT4G31390.1,,Protein kinase superfamily protein,SHADE<SUN,618.6820208,1.38752856,0.296867756,4.673894468,2.96E-06,7.46E-05
Norway spruce,,MA_10436955g0010,,,,,SHADE<SUN,441.475164,0.58754224,0.214003129,2.745484335,0.006042165,0.074068827
Scots pine,PITA_000087848,MA_10436984g0050,,AT1G64160.1,,Disease resistance-responsive (dirigent-like protein) family protein,SHADE>SUN,28.66827397,-1.976547123,0.451984458,-4.373042231,1.23E-05,2
Norway spruce,,MA_10436984g0050,,,,,SHADE>SUN,53.80077237,-0.93350288,0.553066767,-1.687866521,0.091436855,0.430722597
Scots pine,PITA_000023516,MA_10436993g0010,,AT2G30390.1,ATFC-II,,,,,,,,
Norway spruce,,MA_10436993g0010,,,,,SHADE<SUN,220.4062388,0.553946163,0.211144724,2.623537793,0.008702179,0.095689317
Scots pine,PITA_000023226,MA_10437032g0010,GO:0006878,AT1G12520.1,ATCCS,,,,,,,,
Norway spruce,,MA_10437032g0010,,,,,SHADE<SUN,161.9824693,0.118603387,0.180529025,0.656976831,0.511195814,0.883680537
Scots pine,PITA_000014365,MA_10437095g0010,,AT2G20920.1,,Protein of unknown function (DUF3353),SHADE<SUN,251.4683521,0.756974361,0.164381107,4.604996114,4.12E-06,1
Norway spruce,,MA_10437095g0010,,,,,SHADE<SUN,194.422445,0.153045026,0.20245866,0.755932226,0.449689831,0.85337083
Scots pine,PITA_000013737,MA_10437102g0010,GO:0000166,AT4G35250.1,,NAD(P)-binding Rossmann-fold superfamily protein,SHADE>SUN,845.809335,1,,,,
Norway spruce,,MA_10437102g0010,,,,,SHADE>SUN,554.8909572,-0.074886453,0.158721111,-0.471811547,0.637061308,0.928170322
Scots pine,PITA_000080652,MA_10437104g0020,,AT1G69550.1,,disease resistance protein (TIR-NBS-LRR class),SHADE>SUN,114.1038338,-6,,,,
Norway spruce,,MA_10437104g0020,,,,,SHADE>SUN,55.6205183,-1.261295349,0.398045843,-3.168718811,0.001531124,0.026858376
Scots pine,PITA_000076354,MA_10437125g0010,GO:0003676,AT3G06980.1,,DEA(D/H)-box RNA helicase family protein,SHADE<SUN,408.8275209,1.265748204,0.226361119,5.591720907,2.25E-08,8.31E-07
Norway spruce,,MA_10437125g0010,,,,,SHADE<SUN,207.151051,0.271284248,0.172072075,1.576573355,0.114893728,0.487815497
Norway spruce,,MA_10437167g0010,,,,,SHADE<SUN,550.8834184,0.069851717,0.222859723,0.313433563,0.753951289,0.957036608
Scots pine,PITA_000006848,MA_10437167g0010,,,,,SHADE>SUN,176.379562,1,,,,
Scots pine,PITA_000065853,MA_10437233g0020,GO:0016023,AT3G57620.1,,glyoxal oxidase-related protein,SHADE<SUN,1034.554737,1.890998284,0.460347857,4.1077595,4.00E-05,7
Norway spruce,,MA_10437233g0020,,,,,SHADE>SUN,41.1217714,-0.013614939,0.56507089,-0.024094213,0.980777459,0.99695067
Scots pine,PITA_000004562,MA_10437279g0010,GO:0008835,AT4G20960.1,,Cytidine/deoxycytidylate deaminase family protein,SHADE>SUN,322.561054,1,,,,
Norway spruce,,MA_10437279g0010,,,,,SHADE<SUN,237.8989278,0.170997834,0.173670607,0.984610107,0.324815623,0.762381728
Scots pine,PITA_000004768,MA_104409g0010,GO:0005634,AT1G43670.1,,Inositol monophosphatase family protein,SHADE<SUN,440.6916843,1.378395446,0.266030328,5.181347018,2.20E-07,6.85E-06
Norway spruce,,MA_104409g0010,,,,,SHADE<SUN,787.8998107,0.29856644,0.20861937,1.431153972,0.152386092,0.564187089
Scots pine,PITA_000029269,MA_105495g0010,,AT5G64320.1,,Pentatricopeptide repeat (PPR) superfamily protein,SHADE<SUN,899.6476163,1.487384266,0.246075638,6,,
Norway spruce,,MA_105495g0010,,,,,SHADE>SUN,156.112647,-0.835213515,0.270135077,-3.091836587,0.001989223,0.03278954
Scots pine,PITA_000070884,MA_10591g0010,,AT5G18260.1,,RING/U-box superfamily protein,SHADE<SUN,60.22093955,5.254607552,0.791519268,6.638635044,3.17E-11,1.81E-09
Norway spruce,,MA_10591g0010,,,,,SHADE>SUN,45.09033346,-0.234148868,0.274887696,-0.851798287,0.394326057,0.815943951
Scots pine,PITA_000021322,MA_105934g0010,,AT2G22070.1,,pentatricopeptide (PPR) repeat-containing protein,SHADE>SUN,470.2296752,2,,,,
Norway spruce,,MA_105934g0010,,,,,SHADE<SUN,489.569505,1.388280331,0.408909712,3.395077911,0.000686091,0.014477458
Scots pine,PITA_000035972,MA_10604g0010,GO:0016772,AT4G23160.1,CRK8,cysteine-rich RLK (RECEPTOR-like protein kinase) 8,SHADE>SUN,45.54188064,-3.542362821,0.848775694,-4.173497013,3.00E-05,5
Norway spruce,,MA_10604g0010,,,,,SHADE<SUN,185.9968964,0.396345225,0.309298234,1.281433845,0.200041323,0.642384035
Scots pine,PITA_000018204,MA_106123g0010,GO:0004519,AT1G11290.1,CRR22,Pentatricopeptide repeat (PPR) superfamily protein,SHADE<SUN,992.2743821,1.788934028,0.44441198,4,,
Norway spruce,,MA_106123g0010,,,,,SHADE<SUN,190.7669988,0.596450293,0.363759874,1.639681382,0.101071432,0.455310588
Scots pine,PITA_000019310,MA_106219g0010,GO:0000165,AT4G01050.1,TROL,thylakoid rhodanese-like,SHADE<SUN,403.8683151,1.200551988,0.135173378,8.881571222,6.59E-19,1.10E-16
Norway spruce,,MA_106219g0010,,,,,SHADE<SUN,366.0053903,0.005685615,0.211247691,0.026914447,0.978527971,0.996501582
Scots pine,PITA_000044086,MA_106330g0010,GO:0008289,AT5G48485.1,DIR1,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein,SHADE<SUN,4,,,,,
Norway spruce,,MA_106330g0010,,,,,SHADE>SUN,187.8177144,-1.156354058,0.563536743,-2.051958584,0.040173688,0.265275704
Scots pine,PITA_000041138,MA_106343g0010,GO:0004475,AT2G39770.2,CYT1,,,,,,,,
Norway spruce,,MA_106343g0010,,,,,SHADE<SUN,193.7607291,0.110199571,0.251357513,0.438417653,0.661083552,0.935941635
Norway spruce,,MA_106551g0010,,,,,SHADE>SUN,56.29767052,-1.065217537,0.730735443,-1.457733503,0.144914013,0.549957888
Scots pine,PITA_000022399,MA_106551g0010,,,,,SHADE>SUN,144.5783125,1,,,,
Scots pine,PITA_000050009,MA_106890g0010,GO:0003735,AT5G46160.2,,Ribosomal protein L14p/L23e family protein,SHADE<SUN,111.7460219,0.761491579,0.192070749,3.964641069,7.35E-05,1
Norway spruce,,MA_106890g0010,,,,,SHADE<SUN,94.10860771,0.717696292,0.351718103,2.040544078,0.041296165,0.269891096
Scots pine,PITA_000022742,MA_10693g0010,,AT4G24800.3,,MA3 domain-containing protein,SHADE>SUN,34.16501531,-1,,,,
Norway spruce,,MA_10693g0010,,,,,SHADE>SUN,27.75096035,-0.593611468,0.331032788,-1.793210489,0.072939273,0.37737829
Scots pine,PITA_000041326,MA_107288g0010,,AT1G77000.2,ATSKP2;2,,,,,,,,
Norway spruce,,MA_107288g0010,,,,,SHADE>SUN,31.25844833,-0.175969591,0.33799536,-0.520627239,0.60262647,0.915983936
Scots pine,PITA_000004049,MA_107356g0010,,AT3G23330.1,,Tetratricopeptide repeat (TPR)-like superfamily protein,SHADE<SUN,156.2375277,1.410493131,0.397901328,3.544831428,3,
Scots pine,PITA_000026927,MA_107356g0010,,AT3G23330.1,,Tetratricopeptide repeat (TPR)-like superfamily protein,SHADE<SUN,270.2581408,1.20015517,0.313535146,3.827817026,1,
Norway spruce,,MA_107356g0010,,,,,SHADE<SUN,1744.845471,0.834907091,0.559644082,1.491853695,0.135737504,0.532820991
Scots pine,PITA_000047481,MA_10772g0010,,AT3G10870.1,ATMES17,,,,,,,,
Scots pine,PITA_000079330,MA_10772g0010,,AT3G10870.1,ATMES17,,,,,,,,
Norway spruce,,MA_10772g0010,,,,,SHADE>SUN,21.52127184,-1.099397281,0.432074172,-2.544464245,0.010944552,0.111716416
Scots pine,PITA_000038969,MA_108198g0010,,AT5G61850.1,LFY,,,,,,,,
Norway spruce,,MA_108198g0010,,,,,SHADE<SUN,339.910194,0.266516235,0.547009679,0.487223983,0.626099611,0.924933735
Scots pine,PITA_000006881,MA_108278g0010,GO:0000166,AT5G13630.1,ABAR,,,,,,,,
Norway spruce,,MA_108278g0010,,,,,SHADE>SUN,1054.207746,-0.186637231,0.169912884,-1.098428951,0.272017226,0.731038575
Scots pine,PITA_000036787,MA_10859g0010,GO:0003677,AT5G57620.1,AtMYB36,,,,,,,,
Norway spruce,,MA_10859g0010,,,,,SHADE>SUN,73.7642089,-0.862460105,0.268082452,-3.217144939,0.001294732,0.023799667
Scots pine,PITA_000031565,MA_108756g0010,GO:0005622,AT5G50200.1,ATNRT3.1,,,,,,,,
